,address,name_x,distance_sch,name_y,distance_hawker,name_x,distance_cbd,name_y,distance_mrt
3894,27 TOA PAYOH EAST,PEI CHUN PUBLIC SCHOOL,0.5708781346971994 km,310022,0.35154285410856967 km,city hall mrt,4.369514634331587 km,TOA PAYOH MRT STATION,0.9871053279762313 km
3895,702 TAMPINES ST 71,POI CHING SCHOOL,0.29751394603034065 km,521137,1.434907889073393 km,city hall mrt,11.753922784497506 km,TAMPINES MRT STATION,0.6293961382143757 km
3896,519D TAMPINES CTRL 8,POI CHING SCHOOL,0.5094707010334222 km,521137,1.322594826126921 km,city hall mrt,11.946140265272698 km,TAMPINES MRT STATION,0.4022801834204447 km
3897,492C TAMPINES ST 45,DUNMAN SECONDARY SCHOOL,0.39740623330113045 km,521137,2.2489790397090172 km,city hall mrt,13.710724248942077 km,TAMPINES EAST MRT STATION,0.8031631272731119 km
3898,113 WHAMPOA RD,BENDEMEER SECONDARY SCHOOL,0.4430125376206711 km,320090,0.39081257528041946 km,city hall mrt,3.673285369075872 km,BOON KENG MRT STATION,0.8703340350550548 km
3899,228 JURONG EAST ST 21,YUHUA PRIMARY SCHOOL,0.5364850848344546 km,600254,0.19018308222205008 km,city hall mrt,14.058260295485557 km,CHINESE GARDEN MRT STATION,0.40872722293122854 km
3900,39 CIRCUIT RD,CANOSSA CATHOLIC PRIMARY SCHOOL,0.3940472979830803 km,370080,0.16434842976710706 km,city hall mrt,5.302237370217211 km,MATTAR MRT STATION,0.27916291428059714 km
3901,913 HOUGANG ST 91,HOUGANG SECONDARY SCHOOL,0.17415390573715833 km,530209,2.1108637548434386 km,city hall mrt,10.042976079674528 km,BUANGKOK MRT STATION,1.1404035190656039 km
3902,857A TAMPINES ST 83,JUNYUAN SECONDARY SCHOOL,0.15786511434734385 km,521137,1.445318139491491 km,city hall mrt,11.420367352907885 km,TAMPINES MRT STATION,0.8829514280307574 km
3903,175B YUNG KUANG RD,JURONG SECONDARY SCHOOL,0.44902042047409474 km,618499,0.214270082768208 km,city hall mrt,15.289667410842227 km,LAKESIDE MRT STATION,1.2634101465285164 km
3904,331B ANCHORVALE ST,SPRINGDALE PRIMARY SCHOOL,0.11302884743641697 km,530209,4.0710573591616095 km,city hall mrt,12.103849734804871 km,FARMWAY LRT STATION,0.19002424544942842 km
3905,34 CIRCUIT RD,CANOSSA CATHOLIC PRIMARY SCHOOL,0.6376456704995963 km,370080,0.1388480008276146 km,city hall mrt,5.566406500161414 km,MACPHERSON MRT STATION,0.39014146387084986 km
3906,451 PASIR RIS DR 6,CASUARINA PRIMARY SCHOOL,0.16497835669111308 km,521137,3.253138021597175 km,city hall mrt,14.6071836582921 km,PASIR RIS MRT STATION,1.0037738632886604 km
3907,773 YISHUN AVE 3,YISHUN INNOVA JUNIOR COLLEGE,0.35542118257308764 km,760105,1.088981399290393 km,city hall mrt,14.568561935201293 km,KHATIB MRT STATION,0.6447878369480406 km
3908,549 ANG MO KIO AVE 10,JING SHAN PRIMARY SCHOOL,0.596523709029944 km,560527,0.3315855535692268 km,city hall mrt,8.887453201009604 km,ANG MO KIO MRT STATION,0.9447234205050056 km
3909,41 CIRCUIT RD,CANOSSA CATHOLIC PRIMARY SCHOOL,0.4538166184081403 km,370080,0.116059108159653 km,city hall mrt,5.330077458226603 km,MATTAR MRT STATION,0.33953183786824714 km
3910,546 CHOA CHU KANG ST 52,DE LA SALLE SCHOOL,0.18754566426529862 km,600347,5.417874777857722 km,city hall mrt,16.446201600248074 km,YEW TEE MRT STATION,0.6820749495946183 km
3911,270B PUNGGOL FIELD,PUNGGOL GREEN PRIMARY SCHOOL,0.24855342401911204 km,530209,5.183763892024762 km,city hall mrt,13.335289010009568 km,SOO TECK LRT STATION,0.23184839809320007 km
3912,741 TAMPINES ST 72,POI CHING SCHOOL,0.3580800169195384 km,521137,2.0693922936474247 km,city hall mrt,11.626973694724544 km,TAMPINES MRT STATION,1.2380415464392638 km
3913,189C RIVERVALE DR,RIVERVALE PRIMARY SCHOOL,0.2554079944604267 km,530209,4.455553085411379 km,city hall mrt,12.662840335512719 km,COMPASSVALE LRT STATION,0.34066920681715945 km
3914,322C ANCHORVALE DR,NAN CHIAU PRIMARY SCHOOL,0.1073248022300259 km,530209,3.689659637833754 km,city hall mrt,11.792460884590815 km,SENGKANG LRT STATION,0.37214500630740344 km
3915,104 TECK WHYE LANE,CHUA CHU KANG SECONDARY SCHOOL,0.684430796343881 km,600254,4.07849305019881 km,city hall mrt,14.481679559047562 km,TECK WHYE LRT STATION,0.10577279500635256 km
3916,53 TEBAN GDNS RD,COMMONWEALTH SECONDARY SCHOOL,0.9286052119093984 km,601037,0.5785868710327499 km,city hall mrt,13.179997139320434 km,JURONG EAST MRT STATION,1.404608445666051 km
3917,365 CORPORATION DR,LAKESIDE PRIMARY SCHOOL,0.23908709159199612 km,618499,0.3724590419231015 km,city hall mrt,15.544975457068722 km,LAKESIDE MRT STATION,0.727825407272477 km
3918,51 CIRCUIT RD,CANOSSA CATHOLIC PRIMARY SCHOOL,0.4346655542273788 km,370089,0.10436286116483794 km,city hall mrt,5.06226912483472 km,MATTAR MRT STATION,0.3637227360741991 km
3919,126 SERANGOON NTH AVE 1,SERANGOON GARDEN SECONDARY SCHOOL,0.4632010194745381 km,557269,0.6284565538025597 km,city hall mrt,8.365524743968137 km,KOVAN MRT STATION,1.603917435948578 km
3920,50 HAVELOCK RD,ALEXANDRA PRIMARY SCHOOL,0.31650890185267266 km,169982,0.1200958846898202 km,city hall mrt,2.8907459682639542 km,TIONG BAHRU MRT STATION,0.39564788846778604 km
3921,161 BT BATOK ST 11,BUKIT BATOK SECONDARY SCHOOL,0.1310208517214802 km,600254,0.7305294986515715 km,city hall mrt,13.748845449836523 km,BUKIT BATOK MRT STATION,0.8413505128272478 km
3922,38 BEDOK STH RD,BEDOK GREEN PRIMARY SCHOOL,0.3152224576336904 km,460016,0.38573979156103044 km,city hall mrt,10.098878998003828 km,BEDOK MRT STATION,1.064375919022646 km
3923,754 CHOA CHU KANG NTH 5,KRANJI PRIMARY SCHOOL,0.16316572765289672 km,600347,5.442679695450259 km,city hall mrt,16.119154396861575 km,YEW TEE MRT STATION,0.5863172037564466 km
3924,493B TAMPINES AVE 9,TAMPINES NORTH PRIMARY SCHOOL,0.42053108409758283 km,521137,2.042746764117659 km,city hall mrt,13.465678773121072 km,TAMPINES EAST MRT STATION,0.7287525547416095 km
3925,102 HENDERSON CRES,GAN ENG SENG SCHOOL,0.27948296863617167 km,150079,0.4545876325251679 km,city hall mrt,3.4626643922307494 km,REDHILL MRT STATION,0.5367267242343134 km
3926,307A ANCHORVALE RD,ANCHOR GREEN PRIMARY SCHOOL,0.14523602765771998 km,530209,3.359225602578745 km,city hall mrt,11.372665365738076 km,TONGKANG LRT STATION,0.24644648633677166 km
3927,133 YISHUN ST 11,AHMAD IBRAHIM PRIMARY SCHOOL,0.2490432160804271 km,760105,0.31126172985406214 km,city hall mrt,15.628025697079321 km,YISHUN MRT STATION,0.5823846109405404 km
3928,553 SERANGOON NTH AVE 3,SERANGOON GARDEN SECONDARY SCHOOL,0.34248135081919995 km,557269,0.978840707954067 km,city hall mrt,8.954247200544472 km,KOVAN MRT STATION,1.9975375501674346 km
3929,782 PASIR RIS ST 71,TAMPINES MERIDIAN JUNIOR COLLEGE,0.38864931432304933 km,521137,3.162781995853075 km,city hall mrt,13.092204742584354 km,PASIR RIS MRT STATION,1.1513006095961247 km
3930,286 TAMPINES ST 22,ANGSANA PRIMARY SCHOOL,0.17053383138577805 km,521137,1.0379127305517537 km,city hall mrt,12.807161902123216 km,SIMEI MRT STATION,0.701442913924472 km
3931,31 TELOK BLANGAH RISE,CHIJ ST. THERESA'S CONVENT,0.37249070437373455 km,90036,0.1350722543787838 km,city hall mrt,4.20071866044751 km,HARBOURFRONT MRT STATION,0.7687318439732979 km
3932,135 TECK WHYE LANE,CHUA CHU KANG SECONDARY SCHOOL,0.3048196081816855 km,600254,4.36705569337171 km,city hall mrt,14.834474304451163 km,KEAT HONG LRT STATION,0.343216279076161 km
3933,789 CHOA CHU KANG NTH 6,YEW TEE PRIMARY SCHOOL,0.23781859469094785 km,738937,5.303375037109525 km,city hall mrt,16.195816822445824 km,YEW TEE MRT STATION,0.257850525468721 km
3934,645 PUNGGOL CTRL,WATERWAY PRIMARY SCHOOL,0.28562439525873123 km,530209,5.442128316534913 km,city hall mrt,13.587907462667236 km,KADALOOR LRT STATION,0.20104581488793988 km
3935,246 SIMEI ST 5,ANGSANA PRIMARY SCHOOL,0.4669881548916631 km,521137,1.0618555641780791 km,city hall mrt,12.689263638494863 km,SIMEI MRT STATION,0.22495411013902955 km
3936,462 ANG MO KIO AVE 10,DEYI SECONDARY SCHOOL,0.6196089949913967 km,561453,0.23439950003599147 km,city hall mrt,8.2070344405541 km,ANG MO KIO MRT STATION,0.9992779960116163 km
3937,348D YISHUN AVE 11,HUAMIN PRIMARY SCHOOL,0.14957341142496428 km,760105,1.7283148648354545 km,city hall mrt,14.855102264821701 km,YISHUN MRT STATION,0.921336651234033 km
3938,506 BEDOK NTH AVE 3,RED SWASTIKA SCHOOL,0.13942473589869844 km,460511,0.36905186917986044 km,city hall mrt,10.016293198484068 km,BEDOK RESERVOIR MRT STATION,0.5216253522126624 km
3939,144 RIVERVALE DR,NORTH SPRING PRIMARY SCHOOL,0.3827371717845882 km,530209,3.9949276261455635 km,city hall mrt,12.184998726330269 km,BAKAU LRT STATION,0.13204011624705336 km
3940,53 NEW UPP CHANGI RD,BEDOK VIEW SECONDARY SCHOOL,0.15099608061671052 km,461058,0.1458684059178581 km,city hall mrt,10.584158558478713 km,TANAH MERAH MRT STATION,0.5357924954829932 km
3941,884 TAMPINES ST 83,JUNYUAN SECONDARY SCHOOL,0.25958094877955945 km,521137,1.4816794047706692 km,city hall mrt,11.031049712511933 km,TAMPINES WEST MRT STATION,0.9118569387706899 km
3942,16 TECK WHYE LANE,TECK WHYE SECONDARY SCHOOL,0.5430228655027243 km,600254,4.3102540069884885 km,city hall mrt,14.405521497778638 km,TECK WHYE LRT STATION,0.2329530467072447 km
3943,164 WOODLANDS ST 13,MARSILING PRIMARY SCHOOL,0.11650117289510847 km,738937,0.8330338205969601 km,city hall mrt,17.771169133538937 km,MARSILING MRT STATION,0.058010787995031315 km
3944,503 CHOA CHU KANG ST 51,KRANJI SECONDARY SCHOOL,0.23052320743455906 km,600347,4.887431777810814 km,city hall mrt,16.179731641833378 km,CHOA CHU KANG MRT STATION,0.39710630578874634 km
3945,341 BT BATOK ST 34,ST. ANTHONY'S PRIMARY SCHOOL,0.14578371889714778 km,600254,2.485349623239908 km,city hall mrt,13.862805254209842 km,BUKIT GOMBAK MRT STATION,0.5423226819000653 km
3946,287 BT BATOK EAST AVE 3,KEMING PRIMARY SCHOOL,0.2917647815953326 km,588215,2.1228597354486745 km,city hall mrt,12.062067653945114 km,BUKIT BATOK MRT STATION,1.016472160703665 km
3947,116 ANG MO KIO AVE 4,CHIJ ST. NICHOLAS GIRLS' SCHOOL,0.2459333642159888 km,560162,0.2805251356408943 km,city hall mrt,9.070602201045048 km,YIO CHU KANG MRT STATION,1.3252461009645664 km
3948,116 LOR 2 TOA PAYOH,KHENG CHENG SCHOOL,0.36424879421779705 km,310127,0.31075946826505263 km,city hall mrt,5.3049868267372995 km,BRADDELL MRT STATION,0.07252549253349735 km
3949,204 YISHUN ST 21,YISHUN TOWN SECONDARY SCHOOL,0.3115453444666831 km,760105,0.8620618063532686 km,city hall mrt,15.348725010619196 km,YISHUN MRT STATION,0.16573495696927312 km
3950,116 PASIR RIS ST 11,LOYANG VIEW SECONDARY SCHOOL,0.3398690815836408 km,521137,2.772755532929475 km,city hall mrt,14.079668189290535 km,PASIR RIS MRT STATION,0.7730623770552548 km
3951,805 KING GEORGE'S AVE,STAMFORD PRIMARY SCHOOL,0.656342823851363 km,198783,0.4440896048303962 km,city hall mrt,1.9318257631588538 km,LAVENDER MRT STATION,0.23652859308300672 km
3952,354D ADMIRALTY DR,CANBERRA PRIMARY SCHOOL,0.31429990994288143 km,760105,2.35687463935595 km,city hall mrt,17.857967281891444 km,SEMBAWANG MRT STATION,0.24736146794087693 km
3953,687A WOODLANDS DR 75,GREENWOOD PRIMARY SCHOOL,0.30361923826252196 km,760105,2.5414922779281994 km,city hall mrt,17.133177167269107 km,ADMIRALTY MRT STATION,0.6943122501991907 km
3954,254 BISHAN ST 22,EUNOIA JUNIOR COLLEGE,0.19210380118171333 km,560341,0.6027320652006972 km,city hall mrt,7.702419955197358 km,ANG MO KIO MRT STATION,1.1473939878471424 km
3955,133 BISHAN ST 12,GUANGYANG SECONDARY SCHOOL,0.2051405264567613 km,310210,0.6783071185342333 km,city hall mrt,5.809382464444152 km,BISHAN MRT STATION,0.7064869282407202 km
3956,336C ANCHORVALE CRES,SPRINGDALE PRIMARY SCHOOL,0.37127875464469096 km,530209,4.284060573560715 km,city hall mrt,12.261916649841034 km,FARMWAY LRT STATION,0.10088437462029579 km
3957,507C WELLINGTON CIRCLE,WELLINGTON PRIMARY SCHOOL,0.12946736454909386 km,760105,2.2729439093521644 km,city hall mrt,17.855529337509537 km,SEMBAWANG MRT STATION,0.480766130141426 km
3958,613 ELIAS RD,PARK VIEW PRIMARY SCHOOL,0.34285574894260873 km,521137,3.2938313163105835 km,city hall mrt,13.426496824499369 km,PASIR RIS MRT STATION,0.8879349177609347 km
3959,429 BT PANJANG RING RD,GREENRIDGE PRIMARY SCHOOL,0.27649390882138464 km,588215,5.280354892035434 km,city hall mrt,13.85922866901961 km,SEGAR LRT STATION,0.11657833026312704 km
3960,407 SEMBAWANG DR,ENDEAVOUR PRIMARY SCHOOL,0.10298823431609841 km,760105,2.6986469081940334 km,city hall mrt,18.17569802892468 km,SEMBAWANG MRT STATION,0.5925394111962163 km
3961,662B JURONG WEST ST 64,JURONG WEST SECONDARY SCHOOL,0.24207281479040968 km,642221,1.4473521451826714 km,city hall mrt,17.304928719549636 km,BOON LAY MRT STATION,0.3489059793795575 km
3962,271 PASIR RIS ST 21,WHITE SANDS PRIMARY SCHOOL,0.33901631922461867 km,521137,3.1088964476987653 km,city hall mrt,14.775589919733298 km,TAMPINES EAST MRT STATION,1.4777196135835728 km
3963,623 SENJA RD,WEST SPRING SECONDARY SCHOOL,0.2884586876074984 km,588215,5.39856486359199 km,city hall mrt,14.410293835732064 km,JELAPANG LRT STATION,0.2631093479461669 km
3964,107D EDGEFIELD PLAINS,MEE TOH SCHOOL,0.19044434697302157 km,530209,4.779796034149897 km,city hall mrt,12.981384940809155 km,MERIDIAN LRT STATION,0.12667219173827507 km
3965,317B YISHUN AVE 9,NORTHLAND SECONDARY SCHOOL,0.3645532501409552 km,760105,1.6731291016485845 km,city hall mrt,15.653491050980426 km,YISHUN MRT STATION,1.0271198942731519 km
3966,308 YISHUN RING RD,YISHUN TOWN SECONDARY SCHOOL,0.29977978282367507 km,760105,1.3860732970306529 km,city hall mrt,15.350199553421348 km,YISHUN MRT STATION,0.6490414529680697 km
3967,742 TAMPINES ST 72,POI CHING SCHOOL,0.29988047944560015 km,521137,2.0108091065289355 km,city hall mrt,11.624471902034223 km,TAMPINES MRT STATION,1.1860307617713841 km
3968,310 BT BATOK ST 32,DAZHONG PRIMARY SCHOOL,0.06462568460355467 km,600254,2.1710466266606026 km,city hall mrt,13.7016960880225 km,BUKIT GOMBAK MRT STATION,0.3570607927745114 km
3969,842C TAMPINES ST 82,ST. HILDA'S SECONDARY SCHOOL,0.1620056160968581 km,521137,1.0698831270142146 km,city hall mrt,11.352178455305864 km,TAMPINES WEST MRT STATION,0.6261295370935269 km
3970,230F TAMPINES ST 24,GONGSHANG PRIMARY SCHOOL,0.21218013409790126 km,521137,1.3827162939835762 km,city hall mrt,12.975915140452711 km,TAMPINES EAST MRT STATION,0.42827171241507533 km
3971,173 WOODLANDS ST 13,FUCHUN SECONDARY SCHOOL,0.2510140032458884 km,738937,1.115686133938115 km,city hall mrt,17.57851835241438 km,MARSILING MRT STATION,0.4167152192017045 km
3972,453 JURONG WEST ST 42,HUA YI SECONDARY SCHOOL,0.4937555288729718 km,640505,0.21650201687089662 km,city hall mrt,16.363158088941937 km,LAKESIDE MRT STATION,0.8764479102908154 km
3973,399 YISHUN AVE 6,NORTH VIEW PRIMARY SCHOOL,0.1231435782894169 km,760105,2.1613652966759873 km,city hall mrt,14.894823388157977 km,YISHUN MRT STATION,1.3608995213616437 km
3974,756 YISHUN ST 72,JIEMIN PRIMARY SCHOOL,0.33713201016413913 km,760105,0.8062411578855117 km,city hall mrt,14.932317527594996 km,YISHUN MRT STATION,0.3734046204077206 km
3975,414 C'WEALTH AVE WEST,NEW TOWN SECONDARY SCHOOL,0.26480790662023646 km,120353,0.32193879775621553 km,city hall mrt,9.243018998457789 km,DOVER MRT STATION,0.7822971553492138 km
3976,437 CHOA CHU KANG AVE 4,BUKIT PANJANG GOVT. HIGH SCHOOL,0.32750755177700225 km,600347,4.392705430002081 km,city hall mrt,16.02593847996234 km,CHOA CHU KANG MRT STATION,0.4366728408816179 km
3977,205A PUNGGOL FIELD,EDGEFIELD SECONDARY SCHOOL,0.2377374061253886 km,530209,4.712823490215455 km,city hall mrt,12.910774260227543 km,COVE LRT STATION,0.43426386654554877 km
3978,517 CHOA CHU KANG ST 51,KRANJI SECONDARY SCHOOL,0.22096414858114147 km,600347,5.199798397351909 km,city hall mrt,16.332929509680365 km,CHOA CHU KANG MRT STATION,0.6522781739988616 km
3979,584 WOODLANDS DR 16,WOODGROVE SECONDARY SCHOOL,0.19443875386858553 km,730021,2.5152191571865186 km,city hall mrt,16.41829554426743 km,WOODLANDS SOUTH MRT STATION,0.2749226946750864 km
3980,10 TELOK BLANGAH CRES,CHIJ ST. THERESA'S CONVENT,0.39702054318814733 km,90011,0.13074223953754457 km,city hall mrt,4.020585738555125 km,TIONG BAHRU MRT STATION,1.2356335048824958 km
3981,47 CIRCUIT RD,CANOSSA CATHOLIC PRIMARY SCHOOL,0.3985628068589172 km,371079,0.09214624716757394 km,city hall mrt,5.173936027056911 km,MATTAR MRT STATION,0.3006113794415173 km
3982,167 BISHAN ST 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.15984181524756447 km,310210,0.863057410173875 km,city hall mrt,6.0970180381108605 km,BISHAN MRT STATION,0.7853114919542704 km
3983,79 MARINE DR,TAO NAN SCHOOL,0.5877826716219543 km,440084,0.18385937674533864 km,city hall mrt,6.219282095366608 km,EUNOS MRT STATION,2.0808681706478547 km
3984,392 BT BATOK WEST AVE 5,SWISS COTTAGE SECONDARY SCHOOL,0.34964177114679446 km,600254,3.0217591734859486 km,city hall mrt,13.677134598450904 km,BUKIT GOMBAK MRT STATION,0.8010002865541487 km
3985,206A COMPASSVALE LANE,SENG KANG SECONDARY SCHOOL,0.1813124158432316 km,530209,3.2544031374562117 km,city hall mrt,11.45149482505129 km,RANGGUNG LRT STATION,0.25317023685733214 km
3986,465 SEGAR RD,BEACON PRIMARY SCHOOL,0.3744069363354759 km,588215,5.294857190082587 km,city hall mrt,13.695505296684379 km,SEGAR LRT STATION,0.35821113403767985 km
3987,189 BISHAN ST 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.36595590908032566 km,310210,1.1570071155062502 km,city hall mrt,6.33492518397764 km,BISHAN MRT STATION,0.3218921854766775 km
3988,224 SIMEI ST 4,CHANGKAT CHANGI SECONDARY SCHOOL,0.6076444153846121 km,521137,1.465578955386386 km,city hall mrt,12.92192850365492 km,UPPER CHANGI MRT STATION,0.44910029647453376 km
3989,540 ANG MO KIO AVE 10,ANDERSON SECONDARY SCHOOL,0.44646902896525487 km,560527,0.29999457318058836 km,city hall mrt,9.1122074817394 km,ANG MO KIO MRT STATION,0.8844844646568565 km
3990,836 HOUGANG CTRL,MONTFORT JUNIOR SCHOOL,0.4455558237132231 km,530209,1.3257439991782132 km,city hall mrt,9.531617389695718 km,HOUGANG MRT STATION,0.21983484860293762 km
3991,509 SERANGOON NTH AVE 4,ROSYTH SCHOOL,0.17743924953025716 km,557269,1.3745003396133815 km,city hall mrt,9.11944938795251 km,KOVAN MRT STATION,1.6238912753899508 km
3992,147 SERANGOON NTH AVE 1,SERANGOON GARDEN SECONDARY SCHOOL,0.4032621515729983 km,557269,0.8441512838263916 km,city hall mrt,8.655056727435658 km,KOVAN MRT STATION,1.6455148979594485 km
3993,102 SERANGOON NTH AVE 1,SERANGOON GARDEN SECONDARY SCHOOL,0.2684884919632137 km,557269,0.8941148420667225 km,city hall mrt,8.858885938756071 km,KOVAN MRT STATION,1.9447995617282312 km
3994,815 JELLICOE RD,STAMFORD PRIMARY SCHOOL,0.6103049170527112 km,198783,0.2831591179898144 km,city hall mrt,1.8510904381419344 km,LAVENDER MRT STATION,0.1318836073651597 km
3995,771 PASIR RIS ST 71,TAMPINES MERIDIAN JUNIOR COLLEGE,0.10451884226295637 km,521137,3.4553079246322644 km,city hall mrt,13.061815712209226 km,PASIR RIS MRT STATION,1.445467082469705 km
3996,214 BEDOK NTH ST 1,FENGSHAN PRIMARY SCHOOL,0.4432408255843276 km,460216,0.15407387723320629 km,city hall mrt,9.609906493171025 km,BEDOK MRT STATION,0.35140901875383007 km
3997,844 SIMS AVE,HAIG GIRLS' SCHOOL,0.7123530860630952 km,402001,0.40454483867843893 km,city hall mrt,6.099109560101288 km,EUNOS MRT STATION,0.2773291936906535 km
3998,837 JURONG WEST ST 81,XINGNAN PRIMARY SCHOOL,0.5546271432481241 km,642221,2.2637120488103575 km,city hall mrt,18.615574362566786 km,PIONEER MRT STATION,0.7836592258740928 km
3999,51 TEBAN GDNS RD,COMMONWEALTH SECONDARY SCHOOL,0.9729195518780513 km,601037,0.6358159864023561 km,city hall mrt,13.222902285498513 km,JURONG EAST MRT STATION,1.489517452508524 km
4000,123 BT BATOK CTRL,HILLGROVE SECONDARY SCHOOL,0.6277488027064299 km,600254,1.3961398523626096 km,city hall mrt,13.363863890575718 km,BUKIT BATOK MRT STATION,0.3517284547493471 km
4001,665B PUNGGOL DR,HORIZON PRIMARY SCHOOL,0.28732097649204147 km,530209,5.6860530354198096 km,city hall mrt,13.87343596814254 km,OASIS LRT STATION,0.16227175618138467 km
4002,369 TAMPINES ST 34,EAST SPRING SECONDARY SCHOOL,0.2769263212389009 km,521137,2.2792332852746204 km,city hall mrt,14.016294989187728 km,TAMPINES EAST MRT STATION,0.687609766107168 km
4003,110 BT PURMEI RD,CHIJ (KELLOCK),0.18204097229141264 km,90036,0.575162620516063 km,city hall mrt,3.5422030749467557 km,HARBOURFRONT MRT STATION,1.1129967855707243 km
4004,518 PASIR RIS ST 52,ELIAS PARK PRIMARY SCHOOL,0.059980596211636185 km,521137,3.2084069048410258 km,city hall mrt,13.637770983065737 km,PASIR RIS MRT STATION,0.5383442890016662 km
4005,20 TECK WHYE LANE,CHUA CHU KANG SECONDARY SCHOOL,0.5109089067336078 km,600254,4.2606907376918235 km,city hall mrt,14.57644764123738 km,TECK WHYE LRT STATION,0.23755564340685162 km
4006,508 TAMPINES CTRL 1,PASIR RIS SECONDARY SCHOOL,0.38269502746901923 km,521137,1.0305920384385454 km,city hall mrt,12.393584776782884 km,TAMPINES MRT STATION,0.15643445707707052 km
